fstat	df	pvalue
4	20	0.05926554
4	21	0.05860001
4	22	0.0579957
4	23	0.05744455
4	24	0.05693985
4	25	0.05647598
4	26	0.05604819
4	27	0.05565243
4	28	0.05528524
4	29	0.05494364
4	30	0.05462504
4.1	1	0.2920349
4.1	2	0.180164
4.1	3	0.1360185
4.1	4	0.112873
4.1	5	0.09875806
4.1	6	0.08929902
4.1	7	0.08253812
4.1	8	0.0774742
4.1	9	0.07354425
4.1	10	0.07040827
4.1	11	0.06784919
4.1	12	0.06572212
4.1	13	0.06392674
4.1	14	0.06239143
4.1	15	0.06106374
4.1	16	0.0599044
4.1	17	0.05888342
4.1	18	0.05797749
4.1	19	0.05716828
4.1	20	0.05644112
4.1	21	0.05578418
4.1	22	0.05518776
4.1	23	0.05464391
4.1	24	0.05414598
4.1	25	0.05368839
4.1	26	0.05326646
4.1	27	0.05287617
4.1	28	0.0525141
4.1	29	0.0521773
4.1	30	0.05186322
4.2	1	0.2890007
4.2	2	0.1769451
4.2	3	0.1328418
4.2	4	0.1097663
4.2	5	0.09571715
4.2	6	0.08631487
4.2	7	0.07960201
4.2	8	0.07457876
4.2	9	0.07068346
4.2	10	0.06757725
4.2	11	0.06504397
4.2	12	0.06293943
4.2	13	0.06116389
4.2	14	0.05964617
4.2	15	0.05833417
4.2	16	0.05718891
4.2	17	0.05618062
4.2	18	0.05528621
4.2	19	0.05448748
4.2	20	0.05376991
4.2	21	0.05312175
4.2	22	0.05253344
4.2	23	0.05199707
4.2	24	0.05150606
4.2	25	0.05105492
4.2	26	0.05063898
4.2	27	0.05025429
4.2	28	0.04989746
4.2	29	0.04956557
4.2	30	0.04925611
4.3	1	0.2860595
4.3	2	0.1738404
4.3	3	0.1297888
4.3	4	0.1067885
4.3	5	0.09280863
4.3	6	0.08346552
4.3	7	0.07680245
4.3	8	0.0718212
4.3	9	0.06796161
4.3	10	0.06488602
4.3	11	0.06237924
4.3	12	0.06029783
4.3	13	0.05854262
4.3	14	0.05704292
4.3	15	0.05574699
4.3	16	0.05461613
4.3	17	0.05362083
4.3	18	0.05273819
4.3	19	0.05195017
4.3	20	0.05124239
4.3	21	0.05060322
4.3	22	0.05002317
4.3	23	0.04949444
4.3	24	0.04901051
4.3	25	0.04856593
4.3	26	0.04815611
4.3	27	0.04777713
4.3	28	0.04742565
4.3	29	0.04709878
4.3	30	0.04679402
4.4	1	0.2832067
4.4	2	0.1708438
4.4	3	0.1268526
4.4	4	0.1039325
4.4	5	0.09002502
4.4	6	0.08074321
4.4	7	0.07413151
4.4	8	0.06919345
4.4	9	0.0653705
4.4	10	0.06232629
4.4	11	0.05984662
4.4	12	0.05778885
4.4	13	0.05605442
4.4	14	0.0545731
4.4	15	0.05329356
4.4	16	0.05217739
4.4	17	0.05119533
4.4	18	0.05032468
4.4	19	0.04954757
4.4	20	0.04884975
4.4	21	0.04821972
4.4	22	0.04764809
4.4	23	0.04712712
4.4	24	0.04665039
4.4	25	0.0462125
4.4	26	0.0458089
4.4	27	0.04543573
4.4	28	0.04508968
4.4	29	0.0447679
4.4	30	0.04446793
4.5	1	0.2804378
4.5	2	0.1679497
4.5	3	0.1240271
4.5	4	0.1011915
4.5	5	0.08735931
4.5	6	0.07814075
4.5	7	0.0715818
4.5	8	0.066688
4.5	9	0.06290251
4.5	10	0.05989032
4.5	11	0.05743831
4.5	12	0.05540462
4.5	13	0.05369134
4.5	14	0.05222873
4.5	15	0.05096585
4.5	16	0.04986461
4.5	17	0.048896
4.5	18	0.04803753
4.5	19	0.0472715
4.5	20	0.0465838
4.5	21	0.04596304
4.5	22	0.04539995
4.5	23	0.04488686
4.5	24	0.04441742
4.5	25	0.04398631
4.5	26	0.04358902
4.5	27	0.04322173
4.5	28	0.04288119
4.5	29	0.04256457
4.5	30	0.04226945
4.6	1	0.2777489
4.6	2	0.1651529
4.6	3	0.1213063
4.6	4	0.09855942
4.6	5	0.08480501
4.6	6	0.07565143
4.6	7	0.06914647
4.6	8	0.06429785
4.6	9	0.06055054
4.6	10	0.05757095
4.6	11	0.05514705
4.6	12	0.05313783
4.6	13	0.05144601
4.6	14	0.05000239
4.6	15	0.0487564
4.6	16	0.04767029
4.6	17	0.04671531
4.6	18	0.04586917
4.6	19	0.04511435
4.6	20	0.0444369
4.6	21	0.04382553
4.6	22	0.04327107
4.6	23	0.04276596
4.6	24	0.0423039
4.6	25	0.04187963
4.6	26	0.04148872
4.6	27	0.04112739
4.6	28	0.04079241
4.6	29	0.04048101
4.6	30	0.04019079
4.7	1	0.2751361
4.7	2	0.1624485
4.7	3	0.1186848
4.7	4	0.0960304
4.7	5	0.08235608
4.7	6	0.073269
4.7	7	0.06681914
4.7	8	0.0620165
4.7	9	0.05830798
4.7	10	0.05536148
4.7	11	0.05296608
4.7	12	0.05098165
4.7	13	0.04931157
4.7	14	0.04788715
4.7	15	0.04665825
4.7	16	0.04558744
4.7	17	0.04464623
4.7	18	0.04381255
4.7	19	0.04306907
4.7	20	0.04240195
4.7	21	0.04180006
4.7	22	0.04125432
4.7	23	0.04075725
4.7	24	0.04030264
4.7	25	0.03988528
4.7	26	0.0395008
4.7	27	0.03914547
4.7	28	0.03881611
4.7	29	0.03850997
4.7	30	0.03822468
4.8	1	0.272596
4.8	2	0.1598319
4.8	3	0.1161575
4.8	4	0.09359902
4.8	5	0.08000686
4.8	6	0.07098765
4.8	7	0.06459383
4.8	8	0.05983788
4.8	9	0.05616868
4.8	10	0.05325568
4.8	11	0.05088911
4.8	12	0.04892973
4.8	13	0.04728161
4.8	14	0.04587658
4.8	15	0.04466492
4.8	16	0.04360955
4.8	17	0.04268222
4.8	18	0.04186111
4.8	19	0.04112903
4.8	20	0.04047234
4.8	21	0.03988
4.8	22	0.03934303
4.8	23	0.03885406
4.8	24	0.03840694
4.8	25	0.03799655
4.8	26	0.03761854
4.8	27	0.03726925
4.8	28	0.03694553
4.8	29	0.03664468
4.8	30	0.03636437
4.9	1	0.2701251
4.9	2	0.157299
4.9	3	0.1137198
4.9	4	0.09126024
4.9	5	0.07775208
4.9	6	0.06880195
4.9	7	0.06246499
4.9	8	0.05775632
4.9	9	0.05412689
4.9	10	0.05124773
4.9	11	0.04891026
4.9	12	0.04697615
4.9	13	0.04535015
4.9	14	0.04396466
4.9	15	0.04277037
4.9	16	0.04173053
4.9	17	0.04081718
4.9	18	0.0400087
4.9	19	0.03928811
4.9	20	0.03864189
4.9	21	0.03805914
4.9	22	0.03753101
4.9	23	0.03705017
4.9	24	0.03661059
4.9	25	0.03620718
4.9	26	0.03583568
4.9	27	0.03549245
4.9	28	0.0351744
4.9	29	0.03487887
4.9	30	0.03460354
5	1	0.2677205
5	2	0.1548457
5	3	0.1113672
5	4	0.08900934
5	5	0.07558682
5	6	0.0667068
5	7	0.06042742
5	8	0.05576653
5	9	0.05217724
5	10	0.0493322
5	11	0.04702404
5	12	0.04511536
5	13	0.04351164
5	14	0.04214579
5	15	0.04096896
5	16	0.03994472
5	17	0.0390454
5	18	0.03824961
5	19	0.03754055
5	20	0.03690484
5	21	0.03633173
5	22	0.03581244
5	23	0.03533977
5	24	0.03490774
5	25	0.03451134
5	26	0.03414635
5	27	0.03380921
5	28	0.03349684
5	29	0.03320663
5	30	0.03293631
5.1	1	0.2653791
5.1	2	0.1524684
5.1	3	0.1090954
5.1	4	0.08684189
5.1	5	0.07350646
5.1	6	0.06469747
5.1	7	0.05847627
5.1	8	0.05386357
5.1	9	0.05031472
5.1	10	0.04750401
5.1	11	0.04522533
5.1	12	0.04334221
5.1	13	0.04176085
5.1	14	0.04041472
5.1	15	0.0392554
5.1	16	0.03824682
5.1	17	0.03736158
5.1	18	0.03657851
5.1	19	0.03588099
5.1	20	0.03525582
5.1	21	0.03469235
5.1	22	0.03418193
5.1	23	0.03371743
5.1	24	0.03329296
5.1	25	0.03290358
5.1	26	0.03254512
5.1	27	0.03221406
5.1	28	0.03190738
5.1	29	0.03162249
5.1	30	0.03135717
5.2	1	0.2630983
5.2	2	0.1501634
5.2	3	0.1069007
5.2	4	0.08475376
5.2	5	0.0715067
5.2	6	0.06276951
5.2	7	0.05660698
5.2	8	0.05204282
5.2	9	0.04853463
5.2	10	0.04575841
5.2	11	0.04350933
5.2	12	0.04165185
5.2	13	0.04009291
5.2	14	0.03876655
5.2	15	0.03762477
5.2	16	0.03663187
5.2	17	0.03576072
5.2	18	0.03499038
5.2	19	0.03430442
5.2	20	0.03368979
5.2	21	0.03313597
5.2	22	0.03263441
5.2	23	0.03217809
5.2	24	0.03176117
5.2	25	0.0313788
5.2	26	0.03102686
5.2	27	0.03070188
5.2	28	0.03040088
5.2	29	0.03012132
5.2	30	0.02986099
5.3	1	0.2608754
5.3	2	0.1479276
5.3	3	0.1047794
5.3	4	0.08274106
5.3	5	0.06958348
5.3	6	0.06091875
5.3	7	0.0548153
5.3	8	0.05029993
5.3	9	0.04683258
5.3	10	0.04409096
5.3	11	0.04187155
5.3	12	0.04003976
5.3	13	0.03850327
5.3	14	0.03719669
5.3	15	0.03607247
5.3	16	0.03509524
5.3	17	0.03423818
5.3	18	0.03348056
5.3	19	0.03280615
5.3	20	0.03220204
5.3	21	0.03165786
5.3	22	0.03116515
5.3	23	0.03071699
5.3	24	0.03030762
5.3	25	0.02993225
5.3	26	0.02958681
5.3	27	0.0292679
5.3	28	0.02897257
5.3	29	0.02869832
5.3	30	0.02844297
5.4	1	0.2587081
5.4	2	0.1457578
5.4	3	0.1027281
5.4	4	0.08080014
5.4	5	0.06773302
5.4	6	0.05914129
5.4	7	0.05309725
5.4	8	0.04863085
5.4	9	0.04520444
5.4	10	0.0424975
5.4	11	0.04030778
5.4	12	0.0385017
5.4	13	0.03698766
5.4	14	0.03570084
5.4	15	0.03459416
5.4	16	0.03363259
5.4	17	0.03278959
5.4	18	0.03204468
5.4	19	0.03138179
5.4	20	0.03078819
5.4	21	0.03025361
5.4	22	0.02976973
5.4	23	0.02932971
5.4	24	0.02892786
5.4	25	0.02855946
5.4	26	0.02822051
5.4	27	0.02790764
5.4	28	0.02761796
5.4	29	0.027349
5.4	30	0.02709861
5.5	1	0.2565941
5.5	2	0.1436512
5.5	3	0.1007435
5.5	4	0.07892758
5.5	5	0.06595174
5.5	6	0.05743346
5.5	7	0.05144906
5.5	8	0.04703177
5.5	9	0.04364637
5.5	10	0.04097412
5.5	11	0.03881409
5.5	12	0.03703369
5.5	13	0.03554207
5.5	14	0.03427499
5.5	15	0.03318581
5.5	16	0.03223986
5.5	17	0.03141089
5.5	18	0.03067863
5.5	19	0.03002723
5.5	20	0.02944409
5.5	21	0.02891909
5.5	22	0.028444
5.5	23	0.02801208
5.5	24	0.02761772
5.5	25	0.02725626
5.5	26	0.02692377
5.5	27	0.02661692
5.5	28	0.02633286
5.5	29	0.02606916
5.5	30	0.02582371
5.6	1	0.2545312
5.6	2	0.1416049
5.6	3	0.09882253
5.6	4	0.07712017
5.6	5	0.06423631
5.6	6	0.05579183
5.6	7	0.04986723
5.6	8	0.04549912
5.6	9	0.04215473
5.6	10	0.03951715
5.6	11	0.03738678
5.6	12	0.03563202
5.6	13	0.03416276
5.6	14	0.03291536
5.6	15	0.03184362
5.6	16	0.03091323
5.6	17	0.03009823
5.6	18	0.02937858
5.6	19	0.02873861
5.6	20	0.02816589
5.6	21	0.02765042
5.6	22	0.02718408
5.6	23	0.02676021
5.6	24	0.0263733
5.6	25	0.02601875
5.6	26	0.02569268
5.6	27	0.0253918
5.6	28	0.02511333
5.6	29	0.02485486
5.6	30	0.02461432
5.7	1	0.2525174
5.7	2	0.1396165
5.7	3	0.09696245
5.7	4	0.07537488
5.7	5	0.06258358
5.7	6	0.05421314
5.7	7	0.04834845
5.7	8	0.04402953
5.7	9	0.04072613
5.7	10	0.03812316
5.7	11	0.03602238
5.7	12	0.03429317
5.7	13	0.03284621
5.7	14	0.03161841
5.7	15	0.03056403
5.7	16	0.02964914
5.7	17	0.02884803
5.7	18	0.02814093
5.7	19	0.02751233
5.7	20	0.02694996
5.7	21	0.02644396
5.7	22	0.02598631
5.7	23	0.02557046
5.7	24	0.02519095
5.7	25	0.02484325
5.7	26	0.02452356
5.7	27	0.02422862
5.7	28	0.0239557
5.7	29	0.02370242
5.7	30	0.02346675
5.8	1	0.2505507
5.8	2	0.1376835
5.8	3	0.09516052
5.8	4	0.07368885
5.8	5	0.06099058
5.8	6	0.05269437
5.8	7	0.04688962
5.8	8	0.04261985
5.8	9	0.03935736
5.8	10	0.03678892
5.8	11	0.03471762
5.8	12	0.03301388
5.8	13	0.0315891
5.8	14	0.03038081
5.8	15	0.02934371
5.8	16	0.02844422
5.8	17	0.02765693
5.8	18	0.02696229
5.8	19	0.02634499
5.8	20	0.02579291
5.8	21	0.02529631
5.8	22	0.0248473
5.8	23	0.02443939
5.8	24	0.02406723
5.8	25	0.02372634
5.8	26	0.02341297
5.8	27	0.02312393
5.8	28	0.02285651
5.8	29	0.02260838
5.8	30	0.02237754
5.9	1	0.2486294
5.9	2	0.1358036
5.9	3	0.09341421
5.9	4	0.0720594
5.9	5	0.05945452
5.9	6	0.05123264
5.9	7	0.04548782
5.9	8	0.04126711
5.9	9	0.03804543
5.9	10	0.03551139
5.9	11	0.03346945
5.9	12	0.03179104
5.9	13	0.03038834
5.9	14	0.02919944
5.9	15	0.02817951
5.9	16	0.02729532
5.9	17	0.02652176
5.9	18	0.02583949
5.9	19	0.02523341
5.9	20	0.02469154
5.9	21	0.02420427
5.9	22	0.02376382
5.9	23	0.0233638
5.9	24	0.02299892
5.9	25	0.02266478
5.9	26	0.02235768
5.9	27	0.02207448
5.9	28	0.02181251
5.9	29	0.02156949
5.9	30	0.02134344
6	1	0.2467517
6	2	0.1339746
6	3	0.09172111
6	4	0.070484
6	5	0.05797277
6	6	0.04982526
6	7	0.04414028
6	8	0.03996852
6	9	0.0367875
6	10	0.03428771
6	11	0.03227499
6	12	0.03062177
6	13	0.02924101
6	14	0.02807137
6	15	0.02706849
6	16	0.02619949
6	17	0.02543955
6	18	0.02476956
6	19	0.0241746
6	20	0.02364285
6	21	0.02316483
6	22	0.02273287
6	23	0.02234066
6	24	0.021983
6	25	0.02165554
6	26	0.02135465
6	27	0.02107724
6	28	0.02082067
6	29	0.0205827
6	30	0.02036139
6.1	1	0.244916
6.1	2	0.1321945
6.1	3	0.09007897
6.1	4	0.06896024
6.1	5	0.05654286
6.1	6	0.04846968
6.1	7	0.04284442
6.1	8	0.03872145
6.1	9	0.0355809
6.1	10	0.03311519
6.1	11	0.03113151
6.1	12	0.02950333
6.1	13	0.02814435
6.1	14	0.02699384
6.1	15	0.02600788
6.1	16	0.02515395
6.1	17	0.02440751
6.1	18	0.02374969
6.1	19	0.02316575
6.1	20	0.02264403
6.1	21	0.02217518
6.1	22	0.02175162
6.1	23	0.02136714
6.1	24	0.02101663
6.1	25	0.02069579
6.1	26	0.02040104
6.1	27	0.02012935
6.1	28	0.01987813
6.1	29	0.01964516
6.1	30	0.01942854
6.2	1	0.2431208
6.2	2	0.1304613
6.2	3	0.08848564
6.2	4	0.06748588
6.2	5	0.05516244
6.2	6	0.04716351
6.2	7	0.0415978
6.2	8	0.03752341
6.2	9	0.03442314
6.2	10	0.0319913
6.2	11	0.03003648
6.2	12	0.02843315
6.2	13	0.02709579
6.2	14	0.02596425
6.2	15	0.02499506
6.2	16	0.02415607
6.2	17	0.02342301
6.2	18	0.02277724
6.2	19	0.02220422
6.2	20	0.02169242
6.2	21	0.02123264
6.2	22	0.0208174
6.2	23	0.02044058
6.2	24	0.02009713
6.2	25	0.01978284
6.2	26	0.01949417
6.2	27	0.01922814
6.2	28	0.0189822
6.2	29	0.01875417
6.2	30	0.01854218
6.3	1	0.2413645
6.3	2	0.1287732
6.3	3	0.0869391
6.3	4	0.06605877
6.3	5	0.05382931
6.3	6	0.04590447
6.3	7	0.0403981
6.3	8	0.03637206
6.3	9	0.03331184
6.3	10	0.03091366
6.3	11	0.02898749
6.3	12	0.02740882
6.3	13	0.0260929
6.3	14	0.02498016
6.3	15	0.02402759
6.3	16	0.02320339
6.3	17	0.02248358
6.3	18	0.02184974
6.3	19	0.02128752
6.3	20	0.02078555
6.3	21	0.02033474
6.3	22	0.01992772
6.3	23	0.01955847
6.3	24	0.01922201
6.3	25	0.01891419
6.3	26	0.01863152
6.3	27	0.01837109
6.3	28	0.01813036
6.3	29	0.01790722
6.3	30	0.0176998
6.4	1	0.2396459
6.4	2	0.1271284
6.4	3	0.08543744
6.4	4	0.06467689
6.4	5	0.05254136
6.4	6	0.04469043
6.4	7	0.03924314
6.4	8	0.0352652
6.4	9	0.03224478
6.4	10	0.02988001
6.4	11	0.02798226
6.4	12	0.02642804
6.4	13	0.02513337
6.4	14	0.02403926
6.4	15	0.02310314
6.4	16	0.02229359
6.4	17	0.02158688
6.4	18	0.02096485
6.4	19	0.02041331
6.4	20	0.01992106
6.4	21	0.01947912
6.4	22	0.01908023
6.4	23	0.01871845
6.4	24	0.01838889
6.4	25	0.01808746
6.4	26	0.01781073
6.4	27	0.01755581
6.4	28	0.01732024
6.4	29	0.01710192
6.4	30	0.01689902
6.5	1	0.2379635
6.5	2	0.1255254
6.5	3	0.08397882
6.5	4	0.06333834
6.5	5	0.05129663
6.5	6	0.04351936
6.5	7	0.03813089
6.5	8	0.03420075
6.5	9	0.03121985
6.5	10	0.02888823
6.5	11	0.02701866
6.5	12	0.02548868
6.5	13	0.02421505
6.5	14	0.02313938
6.5	15	0.02221955
6.5	16	0.02142448
6.5	17	0.02073074
6.5	18	0.02012038
6.5	19	0.0195794
6.5	20	0.01909674
6.5	21	0.01866356
6.5	22	0.0182727
6.5	23	0.01791831
6.5	24	0.01759556
6.5	25	0.01730043
6.5	26	0.01702956
6.5	27	0.01678009
6.5	28	0.0165496
6.5	29	0.01633603
6.5	30	0.01613759
6.6	1	0.2363161
6.6	2	0.1239624
6.6	3	0.08256154
6.6	4	0.0620413
6.6	5	0.05009325
6.6	6	0.04238935
6.6	7	0.03705938
6.6	8	0.03317673
6.6	9	0.03023505
6.6	10	0.02793632
6.6	11	0.02609468
6.6	12	0.0245887
6.6	13	0.0233359
6.6	14	0.02227848
6.6	15	0.02137476
6.6	16	0.02059401
6.6	17	0.01991309
6.6	18	0.01931425
6.6	19	0.0187837
6.6	20	0.01831052
6.6	21	0.01788598
6.6	22	0.01750305
6.6	23	0.01715595
6.6	24	0.01683992
6.6	25	0.01655102
6.6	26	0.01628592
6.6	27	0.01604182
6.6	28	0.01581635
6.6	29	0.01560746
6.6	30	0.01541341
6.7	1	0.2347025
6.7	2	0.1224381
6.7	3	0.08118396
6.7	4	0.06078406
6.7	5	0.04892944
6.7	6	0.0412986
6.7	7	0.03602677
6.7	8	0.03219129
6.7	9	0.02928852
6.7	10	0.02702238
6.7	11	0.02520841
6.7	12	0.02372619
6.7	13	0.02249401
6.7	14	0.02145463
6.7	15	0.02056683
6.7	16	0.01980023
6.7	17	0.01913196
6.7	18	0.01854452
6.7	19	0.01802426
6.7	20	0.01756043
6.7	21	0.01714443
6.7	22	0.01676932
6.7	23	0.0164294
6.7	24	0.01612
6.7	25	0.01583723
6.7	26	0.01557783
6.7	27	0.01533903
6.7	28	0.01511849
6.7	29	0.01491422
6.7	30	0.0147245
6.8	1	0.2331216
6.8	2	0.1209509
6.8	3	0.07984453
6.8	4	0.05956498
6.8	5	0.04780353
6.8	6	0.04024539
6.8	7	0.03503135
6.8	8	0.03124267
6.8	9	0.02837848
6.8	10	0.02614463
6.8	11	0.02435805
6.8	12	0.02289933
6.8	13	0.02168754
6.8	14	0.020666
6.8	15	0.01979393
6.8	16	0.01904131
6.8	17	0.01838554
6.8	18	0.01780933
6.8	19	0.01729923
6.8	20	0.01684463
6.8	21	0.01643705
6.8	22	0.01606964
6.8	23	0.01573681
6.8	24	0.01543395
6.8	25	0.01515722
6.8	26	0.01490343
6.8	27	0.01466984
6.8	28	0.01445417
6.8	29	0.01425445
6.8	30	0.01406899
6.9	1	0.2315723
6.9	2	0.1194996
6.9	3	0.07854177
6.9	4	0.05838253
6.9	5	0.04671393
6.9	6	0.0392281
6.9	7	0.03407144
6.9	8	0.0303292
6.9	9	0.02750324
6.9	10	0.02530137
6.9	11	0.0235419
6.9	12	0.02210643
6.9	13	0.02091479
6.9	14	0.01991087
6.9	15	0.01905435
6.9	16	0.01831552
6.9	17	0.01767208
6.9	18	0.01710696
6.9	19	0.01660688
6.9	20	0.01616138
6.9	21	0.01576209
6.9	22	0.01540228
6.9	23	0.01507643
6.9	24	0.01478001
6.9	25	0.01450924
6.9	26	0.01426096
6.9	27	0.01403251
6.9	28	0.01382164
6.9	29	0.01362639
6.9	30	0.01344512
7	1	0.2300535
7	2	0.1180829
7	3	0.07727429
7	4	0.05723523
7	5	0.04565912
7	6	0.03824518
7	7	0.0331455
7	8	0.02944931
7	9	0.02666123
7	10	0.02449101
7	11	0.02275835
7	12	0.02134587
7	13	0.02017414
7	14	0.01918762
7	15	0.01834644
7	16	0.01762123
7	17	0.01698995
7	18	0.01643576
7	19	0.01594556
7	20	0.01550902
7	21	0.01511792
7	22	0.01476559
7	23	0.01444661
7	24	0.01415653
7	25	0.01389162
7	26	0.01364878
7	27	0.01342539
7	28	0.01321922
7	29	0.01302838
7	30	0.01285124
7.1	1	0.2285642
7.1	2	0.1166995
7.1	3	0.07604075
7.1	4	0.0561217
7.1	5	0.04463769
7.1	6	0.03729519
7.1	7	0.03225205
7.1	8	0.02860149
7.1	9	0.02585093
7.1	10	0.02371203
7.1	11	0.02200589
7.1	12	0.02061612
7.1	13	0.01946405
7.1	14	0.01849472
7.1	15	0.01766866
7.1	16	0.01695689
7.1	17	0.01633761
7.1	18	0.0157942
7.1	19	0.01531373
7.1	20	0.01488602
7.1	21	0.01450296
7.1	22	0.014158
7.1	23	0.0138458
7.1	24	0.01356195
7.1	25	0.01330281
7.1	26	0.01306532
7.1	27	0.0128469
7.1	28	0.01264537
7.1	29	0.01245886
7.1	30	0.01228577
7.2	1	0.2271035
7.2	2	0.1153483
7.2	3	0.07483988
7.2	4	0.05504061
7.2	5	0.04364825
7.2	6	0.03637674
7.2	7	0.03138968
7.2	8	0.02778435
7.2	9	0.02507092
7.2	10	0.022963
7.2	11	0.02128307
7.2	12	0.01991574
7.2	13	0.01878308
7.2	14	0.0178307
7.2	15	0.01701958
7.2	16	0.01632104
7.2	17	0.01571359
7.2	18	0.01518079
7.2	19	0.01470991
7.2	20	0.0142909
7.2	21	0.01391577
7.2	22	0.01357806
7.2	23	0.01327252
7.2	24	0.01299481
7.2	25	0.01274134
7.2	26	0.01250911
7.2	27	0.01229558
7.2	28	0.01209861
7.2	29	0.01191636
7.2	30	0.01174725
7.3	1	0.2256706
7.3	2	0.1140281
7.3	3	0.07367048
7.3	4	0.0539907
7.3	5	0.04268954
7.3	6	0.03548851
7.3	7	0.03055707
7.3	8	0.02699654
7.3	9	0.02431986
7.3	10	0.02224257
7.3	11	0.02058853
7.3	12	0.01924335
7.3	13	0.01812986
7.3	14	0.0171942
7.3	15	0.0163978
7.3	16	0.01571231
7.3	17	0.01511651
7.3	18	0.01459417
7.3	19	0.01413272
7.3	20	0.01372228
7.3	21	0.01335495
7.3	22	0.01302438
7.3	23	0.01272538
7.3	24	0.01245371
7.3	25	0.01220582
7.3	26	0.01197875
7.3	27	0.01177003
7.3	28	0.01157754
7.3	29	0.01139947
7.3	30	0.01123428
7.4	1	0.2242644
7.4	2	0.1127379
7.4	3	0.0725314
7.4	4	0.05297078
7.4	5	0.04176031
7.4	6	0.03462925
7.4	7	0.02975295
7.4	8	0.02623678
7.4	9	0.02359645
7.4	10	0.02154945
7.4	11	0.01992098
7.4	12	0.01859768
7.4	13	0.01750308
7.4	14	0.01658392
7.4	15	0.01580203
7.4	16	0.0151294
7.4	17	0.01454507
7.4	18	0.01403302
7.4	19	0.01358087
7.4	20	0.01317885
7.4	21	0.01281919
7.4	22	0.01249564
7.4	23	0.01220308
7.4	24	0.01193734
7.4	25	0.01169493
7.4	26	0.01147295
7.4	27	0.01126895
7.4	28	0.01108085
7.4	29	0.0109069
7.4	30	0.01074555
7.5	1	0.2228843
7.5	2	0.1114767
7.5	3	0.07142154
7.5	4	0.05197969
7.5	5	0.0408594
7.5	6	0.03379779
7.5	7	0.02897613
7.5	8	0.02550387
7.5	9	0.02289949
7.5	10	0.02088241
7.5	11	0.0192792
7.5	12	0.01797748
7.5	13	0.01690153
7.5	14	0.01599862
7.5	15	0.01523103
7.5	16	0.01457107
7.5	17	0.01399803
7.5	18	0.01349612
7.5	19	0.01305311
7.5	20	0.01265937
7.5	21	0.01230726
7.5	22	0.0119906
7.5	23	0.01170438
7.5	24	0.01144447
7.5	25	0.01120744
7.5	26	0.01099045
7.5	27	0.01079109
7.5	28	0.01060732
7.5	29	0.01043739
7.5	30	0.01027982
7.6	1	0.2215293
7.6	2	0.1102435
7.6	3	0.07033985
7.6	4	0.05101637
7.6	5	0.03998571
7.6	6	0.03299299
7.6	7	0.02822547
7.6	8	0.02479666
7.6	9	0.02222783
7.6	10	0.02024031
7.6	11	0.01866203
7.6	12	0.0173816
7.6	13	0.01632403
7.6	14	0.01543715
7.6	15	0.01468364
7.6	16	0.01403614
7.6	17	0.01347422
7.6	18	0.01298229
7.6	19	0.01254826
7.6	20	0.01216268
7.6	21	0.01181798
7.6	22	0.01150811
7.6	23	0.0112281
7.6	24	0.01097392
7.6	25	0.01074219
7.6	26	0.0105301
7.6	27	0.01033529
7.6	28	0.01015575
7.6	29	0.009989782
7.6	30	0.009835917
7.7	1	0.2201988
7.7	2	0.1090374
7.7	3	0.06928535
7.7	4	0.05007977
7.7	5	0.03913816
7.7	6	0.03221378
7.7	7	0.02749989
7.7	8	0.02411407
7.7	9	0.02158038
7.7	10	0.01962204
7.7	11	0.01806837
7.7	12	0.01680894
7.7	13	0.01576949
7.7	14	0.0148984
7.7	15	0.01415875
7.7	16	0.01352353
7.7	17	0.01297255
7.7	18	0.01249042
7.7	19	0.01206524
7.7	20	0.01168766
7.7	21	0.01135026
7.7	22	0.01104704
7.7	23	0.01077315
7.7	24	0.01052459
7.7	25	0.01029805
7.7	26	0.01009077
7.7	27	0.009900425
7.7	28	0.00972505
7.7	29	0.009562966
7.7	30	0.009412734
7.8	1	0.218892
7.8	2	0.1078574
7.8	3	0.06825707
7.8	4	0.0491689
7.8	5	0.03831576
7.8	6	0.03145914
7.8	7	0.02679835
7.8	8	0.02345506
7.8	9	0.02095609
7.8	10	0.01902658
7.8	11	0.01749718
7.8	12	0.01625846
7.8	13	0.01523686
7.8	14	0.01438131
7.8	15	0.01365532
7.8	16	0.01303218
7.8	17	0.01249196
7.8	18	0.01201947
7.8	19	0.01160298
7.8	20	0.01123327
7.8	21	0.01090303
7.8	22	0.01060636
7.8	23	0.01033846
7.8	24	0.01009542
7.8	25	0.009873981
7.8	26	0.009671423
7.8	27	0.009485464
7.8	28	0.00931417
7.8	29	0.009155895
7.8	30	0.009009227
7.9	1	0.2176083
7.9	2	0.1067029
7.9	3	0.06725411
7.9	4	0.04828283
7.9	5	0.03751754
7.9	6	0.03072811
7.9	7	0.02611989
7.9	8	0.02281865
7.9	9	0.02035398
7.9	10	0.01845292
7.9	11	0.01694746
7.9	12	0.01572915
7.9	13	0.01472515
7.9	14	0.01388491
7.9	15	0.01317235
7.9	16	0.01256109
7.9	17	0.01203145
7.9	18	0.01156845
7.9	19	0.0111605
7.9	20	0.01079853
7.9	21	0.01047531
7.9	22	0.01018506
7.9	23	0.00992306
7.9	24	0.009685439
7.9	25	0.009468999
7.9	26	0.009271072
7.9	27	0.009089412
7.9	28	0.008922121
7.9	29	0.008767581
7.9	30	0.008624406
8	1	0.2163469
8	2	0.1055728
8	3	0.0662756
